setup,size_mb,sparsity,latency_ms,perplexity
Dense,773.11328125,1.0411166675439176e-06,71.7306696200103,189.2548357697088
Masked30,773.11328125,0.2618576403910794,30.967527880002308,353.49905823886434
CSR30,749.095703125,0.25980785629874037,25.392204900017532,353.55637379023193
